"","PolicyID","AggClaimAmount","ClaimNb","Exposure","Power","CarAge","DriverAge","Brand","Gas","Region","Density","LogAggClaimAmount","LogDensity","CatDriverAge","CatCarAge","powerF"
"4601",97109,1068,1,0.49,"e",12,46,"Renault, Nissan or Citroen","Diesel","R25",204,6.97354301952014,5.31811999384422,2,4,"DEF"
"4602",97134,1164,1,1,"g",14,59,"Renault, Nissan or Citroen","Diesel","R25",1219,7.05961762829138,7.10578612948127,2,4,"GH"
"4603",97135,597,1,1,"e",17,21,"Renault, Nissan or Citroen","Regular","R25",38,6.3919171133926,3.63758615972639,5,5,"DEF"
"4604",97139,1102,1,1,"g",6,19,"Japanese (except Nissan) or Korean","Regular","R25",93,7.00488198971286,4.53259949315326,5,3,"GH"
"4605",97185,115,1,0.42,"f",6,42,"Renault, Nissan or Citroen","Diesel","R25",1284,4.74493212836325,7.15773548424991,3,3,"DEF"
"4606",97207,1066,1,0.03,"f",6,45,"Renault, Nissan or Citroen","Diesel","R25",1219,6.97166860472579,7.10578612948127,2,3,"DEF"
"4607",97237,87,1,1,"g",10,48,"Renault, Nissan or Citroen","Diesel","R24",741,4.46590811865458,6.60800062529609,2,4,"GH"
"4608",97258,600,1,1,"h",10,50,"Mercedes, Chrysler or BMW","Regular","R24",741,6.39692965521615,6.60800062529609,2,4,"GH"
"4609",97261,1050,1,1,"f",1,73,"Renault, Nissan or Citroen","Regular","R24",33,6.95654544315157,3.49650756146648,2,2,"DEF"
"4610",97306,92,1,0.85,"g",16,42,"Renault, Nissan or Citroen","Diesel","R11",563,4.52178857704904,6.33327962813969,3,5,"GH"
"4611",97308,869,1,1,"g",10,41,"Renault, Nissan or Citroen","Regular","R24",31,6.76734312526539,3.43398720448515,3,4,"GH"
"4612",97314,504,1,1,"f",2,44,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",270,6.22257626807137,5.59842195899838,2,2,"DEF"
"4613",97336,1121,1,0.83,"f",3,45,"Opel, General Motors or Ford","Diesel","R24",270,7.02197642307216,5.59842195899838,2,2,"DEF"
"4614",97348,1529,1,0.7,"f",13,66,"Renault, Nissan or Citroen","Diesel","R24",14,7.33236920592906,2.63905732961526,2,4,"DEF"
"4615",97379,1084,1,0.42,"j",11,30,"Opel, General Motors or Ford","Regular","R24",741,6.98841318199959,6.60800062529609,3,4,"other"
"4616",97411,72,1,1,"g",12,32,"Renault, Nissan or Citroen","Regular","R24",72,4.27666611901606,4.27666611901606,3,4,"GH"
"4617",97420,1161,1,1,"d",5,74,"Renault, Nissan or Citroen","Regular","R24",1313,7.05703698169789,7.1800698743028,2,3,"DEF"
"4618",97427,1151,1,0.09,"g",7,22,"Renault, Nissan or Citroen","Regular","R24",105,7.04838640872188,4.65396035015752,5,3,"GH"
"4619",97432,1107,1,1,"f",11,32,"Renault, Nissan or Citroen","Diesel","R24",614,7.00940893270864,6.41999492814714,3,4,"DEF"
"4620",97450,1081,1,0.18,"d",17,26,"Renault, Nissan or Citroen","Regular","R24",81,6.98564181763921,4.39444915467244,4,5,"DEF"
"4621",97457,4214,1,0.77,"e",9,19,"Renault, Nissan or Citroen","Regular","R24",57,8.34616759436413,4.04305126783455,5,3,"DEF"
"4622",97459,1915,1,0.82,"f",13,30,"Renault, Nissan or Citroen","Diesel","R24",44,7.55747290161475,3.78418963391826,3,4,"DEF"
"4623",97470,1163,1,1,"e",6,39,"Opel, General Motors or Ford","Diesel","R24",130,7.05875815251866,4.86753445045558,3,3,"DEF"
"4624",97519,1638,2,0.7,"f",6,50,"Volkswagen, Audi, Skoda or Seat","Diesel","R11",4939,7.40123126441302,8.50491816054062,2,3,"DEF"
"4625",97564,3418,2,0.16,"h",1,56,"Renault, Nissan or Citroen","Diesel","R11",27000,8.13681086367554,10.2035921449865,2,2,"GH"
"4626",97594,422,1,1,"f",5,32,"Volkswagen, Audi, Skoda or Seat","Diesel","R31",3095,6.04500531403601,8.0375431851187,3,3,"DEF"
"4627",97617,1101,1,0.49,"g",11,44,"Renault, Nissan or Citroen","Regular","R24",30,7.00397413672268,3.40119738166216,2,4,"GH"
"4628",97634,3592,1,0.89,"f",7,40,"Renault, Nissan or Citroen","Diesel","R24",155,8.18646442942209,5.04342511691925,3,3,"DEF"
"4629",97644,585,1,0.96,"j",5,53,"Japanese (except Nissan) or Korean","Diesel","R24",1313,6.37161184723186,7.1800698743028,2,3,"other"
"4630",97667,1112,1,1,"g",5,63,"Renault, Nissan or Citroen","Diesel","R24",214,7.01391547481053,5.36597601502185,2,3,"GH"
"4631",97687,285,1,0.67,"f",1,28,"Opel, General Motors or Ford","Diesel","R24",1313,5.65248918026865,7.1800698743028,3,2,"DEF"
"4632",97693,2134,1,0.34,"e",9,25,"Renault, Nissan or Citroen","Diesel","R24",12,7.6657534318617,2.484906649788,4,3,"DEF"
"4633",97717,1143,1,1,"f",8,36,"Renault, Nissan or Citroen","Regular","R24",59,7.04141166379481,4.07753744390572,3,3,"DEF"
"4634",97722,1081,1,0.31,"e",1,56,"Renault, Nissan or Citroen","Regular","R24",11,6.98564181763921,2.39789527279837,2,2,"DEF"
"4635",97735,67,1,0.25,"g",11,34,"Volkswagen, Audi, Skoda or Seat","Regular","R24",405,4.20469261939097,6.00388706710654,3,4,"GH"
"4636",97868,197,1,1,"e",1,43,"Renault, Nissan or Citroen","Regular","R53",73,5.28320372873799,4.29045944114839,2,2,"DEF"
"4637",97890,1116,1,1,"h",1,36,"Opel, General Motors or Ford","Regular","R23",4059,7.01750614294126,8.3086919168389,3,2,"GH"
"4638",97895,5353,1,1,"h",11,71,"Mercedes, Chrysler or BMW","Regular","R53",473,8.58541243039338,6.15909538849193,2,4,"GH"
"4639",97897,295,1,0.04,"e",1,26,"Volkswagen, Audi, Skoda or Seat","Regular","R53",125,5.68697535633982,4.8283137373023,4,2,"DEF"
"4640",97918,1127,1,1,"g",5,55,"Opel, General Motors or Ford","Regular","R53",473,7.02731451403978,6.15909538849193,2,3,"GH"
"4641",97936,13196,1,0.32,"f",8,29,"Renault, Nissan or Citroen","Regular","R53",473,9.48766903234847,6.15909538849193,3,3,"DEF"
"4642",97942,1138,1,1,"f",7,21,"Renault, Nissan or Citroen","Diesel","R53",747,7.03702761468628,6.61606518513282,5,3,"DEF"
"4643",97959,1135,1,0.61,"d",10,47,"Renault, Nissan or Citroen","Regular","R24",7,7.0343879299155,1.94591014905531,2,4,"DEF"
"4644",97970,1083,1,0.56,"g",3,27,"Volkswagen, Audi, Skoda or Seat","Regular","R31",2648,6.98749024700099,7.8815599170569,3,2,"GH"
"4645",97996,118,1,0.71,"g",1,64,"Mercedes, Chrysler or BMW","Diesel","R24",11,4.77068462446567,2.39789527279837,2,2,"GH"
"4646",97997,2308,1,0.28,"g",1,64,"Mercedes, Chrysler or BMW","Diesel","R24",11,7.74413662762799,2.39789527279837,2,2,"GH"
"4647",98008,1149,1,0.7,"g",16,48,"Renault, Nissan or Citroen","Diesel","R24",13,7.04664727784876,2.56494935746154,2,5,"GH"
"4648",98018,1097,1,0.92,"e",11,40,"Renault, Nissan or Citroen","Regular","R24",53,7.00033446027523,3.97029191355212,3,4,"DEF"
"4649",98027,1104,1,0.85,"g",0,59,"Opel, General Motors or Ford","Diesel","R24",67,7.00669522683704,4.20469261939097,2,1,"GH"
"4650",98086,86,1,0.47,"i",9,19,"Renault, Nissan or Citroen","Regular","R24",171,4.45434729625351,5.14166355650266,5,3,"other"
"4651",98100,1360,1,0.33,"g",7,40,"Renault, Nissan or Citroen","Regular","R11",64,7.2152399787301,4.15888308335967,3,3,"GH"
"4652",98131,1190,1,0.91,"f",9,45,"Volkswagen, Audi, Skoda or Seat","Diesel","R53",634,7.08170858610557,6.45204895443723,2,3,"DEF"
"4653",98138,1325,1,0.77,"g",7,23,"Renault, Nissan or Citroen","Diesel","R53",634,7.18916773842032,6.45204895443723,4,3,"GH"
"4654",98150,91,1,0.77,"i",8,24,"Opel, General Motors or Ford","Regular","R53",634,4.51085950651685,6.45204895443723,4,3,"other"
"4655",98175,899,1,0.08,"f",13,20,"Renault, Nissan or Citroen","Diesel","R53",634,6.80128303447162,6.45204895443723,5,4,"DEF"
"4656",98246,2134,1,1,"f",10,44,"Fiat","Diesel","R24",405,7.6657534318617,6.00388706710654,2,4,"DEF"
"4657",98301,1148,1,0.6,"f",11,50,"Renault, Nissan or Citroen","Diesel","R24",405,7.04577657687951,6.00388706710654,2,4,"DEF"
"4658",98305,1219,2,1,"g",10,40,"Opel, General Motors or Ford","Regular","R24",57,7.10578612948127,4.04305126783455,3,4,"GH"
"4659",98310,1149,1,1,"e",2,64,"Fiat","Diesel","R24",64,7.04664727784876,4.15888308335967,2,2,"DEF"
"4660",98360,329,1,0.5,"g",13,36,"Renault, Nissan or Citroen","Regular","R72",1294,5.79605775076537,7.16549347506085,3,4,"GH"
"4661",98365,1769,1,0.18,"e",1,19,"Renault, Nissan or Citroen","Diesel","R72",108,7.47816969415979,4.68213122712422,5,2,"DEF"
"4662",98405,95,1,1,"e",5,21,"Volkswagen, Audi, Skoda or Seat","Diesel","R72",14,4.55387689160054,2.63905732961526,5,3,"DEF"
"4663",98411,71,1,0.75,"e",10,23,"Opel, General Motors or Ford","Diesel","R72",178,4.26267987704132,5.18178355029209,4,4,"DEF"
"4664",98414,531,1,0.73,"e",8,37,"Opel, General Motors or Ford","Diesel","R72",413,6.27476202124194,6.02344759296103,3,3,"DEF"
"4665",98424,1146,1,1,"f",5,22,"Renault, Nissan or Citroen","Regular","R72",2257,7.04403289727469,7.72179177681754,5,3,"DEF"
"4666",98435,769,1,1,"d",2,68,"Renault, Nissan or Citroen","Regular","R72",4348,6.64509096950564,8.3774712482411,2,2,"DEF"
"4667",98467,28,1,0.25,"f",12,49,"Renault, Nissan or Citroen","Diesel","R72",214,3.3322045101752,5.36597601502185,2,4,"DEF"
"4668",98475,1578,1,0.27,"d",12,26,"Opel, General Motors or Ford","Diesel","R72",813,7.36391350140582,6.70073110954781,4,4,"DEF"
"4669",98488,1164,1,0.05,"d",16,22,"Opel, General Motors or Ford","Regular","R72",98,7.05961762829138,4.58496747867057,5,5,"DEF"
"4670",98497,8193,1,0.97,"i",7,80,"Opel, General Motors or Ford","Regular","R72",182,9.01103541014182,5.2040066870768,1,3,"other"
"4671",98516,2183,2,0.36,"e",9,19,"Opel, General Motors or Ford","Regular","R72",1287,7.68845535654994,7.16006920759613,5,3,"DEF"
"4672",98568,1077,1,0.96,"h",7,34,"Renault, Nissan or Citroen","Diesel","R24",40,6.98193467715639,3.68887945411394,3,3,"GH"
"4673",98574,873,1,1,"g",4,44,"Renault, Nissan or Citroen","Diesel","R24",44,6.7719355558396,3.78418963391826,2,2,"GH"
"4674",98609,186,1,1,"d",1,55,"Opel, General Motors or Ford","Regular","R24",1313,5.2257466737132,7.1800698743028,2,2,"DEF"
"4675",98618,1128,1,0.32,"d",13,62,"Renault, Nissan or Citroen","Regular","R24",1313,7.028201432058,7.1800698743028,2,4,"DEF"
"4676",98664,1098,1,0.8,"g",8,19,"Volkswagen, Audi, Skoda or Seat","Regular","R24",298,7.00124562206948,5.6970934865054,5,3,"GH"
"4677",98724,25287,1,1,"g",4,28,"Renault, Nissan or Citroen","Regular","R25",283,10.1380457086656,5.64544689764324,3,2,"GH"
"4678",98745,1145,1,1,"f",15,34,"Renault, Nissan or Citroen","Diesel","R25",151,7.04315991598834,5.01727983681492,3,5,"DEF"
"4679",98767,122,1,0.63,"d",5,44,"Renault, Nissan or Citroen","Regular","R24",298,4.80402104473326,5.6970934865054,2,3,"DEF"
"4680",98783,1201,1,0.25,"j",11,26,"Renault, Nissan or Citroen","Regular","R24",1313,7.09090982207998,7.1800698743028,4,4,"other"
"4681",98832,1702,1,0.56,"f",11,48,"Renault, Nissan or Citroen","Regular","R24",614,7.43955930913332,6.41999492814714,2,4,"DEF"
"4682",98838,1129,1,0.51,"d",0,44,"Fiat","Regular","R24",614,7.02908756414966,6.41999492814714,2,1,"DEF"
"4683",98852,1115,1,0.22,"d",13,60,"Renault, Nissan or Citroen","Diesel","R24",1313,7.01660968389422,7.1800698743028,2,4,"DEF"
"4684",98859,2318,1,0.27,"f",4,31,"Renault, Nissan or Citroen","Diesel","R52",4128,7.7484600238997,8.3255483071614,3,2,"DEF"
"4685",98860,702,2,0.89,"e",18,29,"Renault, Nissan or Citroen","Regular","R72",4348,6.55393340402581,8.3774712482411,3,5,"DEF"
"4686",98887,587,1,0.96,"g",13,28,"Opel, General Motors or Ford","Regular","R24",1313,6.3750248198281,7.1800698743028,3,4,"GH"
"4687",98895,1712,1,0.55,"j",7,42,"other","Regular","R24",1313,7.44541755670169,7.1800698743028,3,3,"other"
"4688",98920,4456,2,1,"g",6,26,"Mercedes, Chrysler or BMW","Diesel","R24",1313,8.40200678160712,7.1800698743028,4,3,"GH"
"4689",98923,1170,1,0.35,"i",1,37,"Fiat","Diesel","R24",10,7.0647590277918,2.30258509299405,3,2,"other"
"4690",98951,56,1,1,"k",17,29,"Renault, Nissan or Citroen","Regular","R24",44,4.02535169073515,3.78418963391826,3,5,"other"
"4691",98952,64,1,0.38,"e",17,26,"Renault, Nissan or Citroen","Regular","R24",73,4.15888308335967,4.29045944114839,4,5,"DEF"
"4692",98954,1405,1,1,"g",3,60,"Renault, Nissan or Citroen","Regular","R24",44,7.24779258176785,3.78418963391826,2,2,"GH"
"4693",98989,1159,1,0.61,"f",7,54,"Renault, Nissan or Citroen","Diesel","R24",44,7.05531284333975,3.78418963391826,2,3,"DEF"
"4694",99066,1104,1,0.48,"f",2,31,"Renault, Nissan or Citroen","Diesel","R24",94,7.00669522683704,4.54329478227,3,2,"DEF"
"4695",99073,1132,1,1,"e",16,19,"Renault, Nissan or Citroen","Regular","R24",51,7.03174125876313,3.93182563272433,5,5,"DEF"
"4696",99081,2233,1,0.47,"g",6,30,"Opel, General Motors or Ford","Diesel","R24",186,7.71110125184016,5.2257466737132,3,3,"GH"
"4697",99085,1280,1,0.19,"f",9,57,"Renault, Nissan or Citroen","Regular","R24",186,7.15461535691366,5.2257466737132,2,3,"DEF"
"4698",99091,3414,2,0.18,"f",4,26,"Volkswagen, Audi, Skoda or Seat","Regular","R24",51,8.13563990335439,3.93182563272433,4,2,"DEF"
"4699",99153,1062,1,0.9,"j",3,49,"Opel, General Motors or Ford","Diesel","R53",461,6.96790920180188,6.13339804299665,2,2,"other"
"4700",99172,518,1,0.41,"h",5,26,"Volkswagen, Audi, Skoda or Seat","Regular","R11",17140,6.24997524225948,9.74917019215177,4,3,"GH"
"4701",99177,1128,1,1,"i",13,45,"Volkswagen, Audi, Skoda or Seat","Regular","R53",461,7.028201432058,6.13339804299665,2,4,"other"
"4702",99203,1125,1,1,"d",16,53,"Renault, Nissan or Citroen","Regular","R53",104,7.02553831463852,4.64439089914137,2,5,"DEF"
"4703",99227,1903,1,0.68,"f",3,52,"Renault, Nissan or Citroen","Diesel","R53",158,7.55118686729615,5.06259503302697,2,2,"DEF"
"4704",99276,1144,1,0.7,"f",14,73,"Opel, General Motors or Ford","Regular","R25",293,7.04228617193974,5.68017260901707,2,4,"DEF"
"4705",99280,1113,1,0.76,"f",7,32,"Renault, Nissan or Citroen","Diesel","R25",40,7.01481435127554,3.68887945411394,3,3,"DEF"
"4706",99303,79,1,0.48,"i",11,21,"Renault, Nissan or Citroen","Regular","R23",37,4.36944785246702,3.61091791264422,5,4,"other"
"4707",99306,1173,1,0.41,"e",0,31,"Renault, Nissan or Citroen","Diesel","R25",4436,7.06731984865348,8.39750834847026,3,1,"DEF"
"4708",99375,1117,1,0.97,"g",2,57,"Renault, Nissan or Citroen","Regular","R24",286,7.0184017990692,5.65599181081985,2,2,"GH"
"4709",99379,1120,1,0.6,"d",18,37,"Renault, Nissan or Citroen","Regular","R72",695,7.02108396428914,6.54391184556479,3,5,"DEF"
"4710",99404,3854,2,1,"h",11,29,"Japanese (except Nissan) or Korean","Regular","R24",45,8.25686684897431,3.80666248977032,3,4,"GH"
"4711",99417,2932,1,1,"e",6,63,"Opel, General Motors or Ford","Diesel","R24",3368,7.98344006300654,8.12207437536222,2,3,"DEF"
"4712",99419,362,1,0.83,"e",3,30,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",271,5.89164421182577,5.6021188208797,3,2,"DEF"
"4713",99438,1112,1,1,"g",18,28,"Opel, General Motors or Ford","Regular","R24",242,7.01391547481053,5.48893772615669,3,5,"GH"
"4714",99446,763,1,1,"f",8,45,"Renault, Nissan or Citroen","Diesel","R52",97,6.63725803128446,4.57471097850338,2,3,"DEF"
"4715",99455,1097,1,1,"e",10,51,"Opel, General Motors or Ford","Diesel","R24",286,7.00033446027523,5.65599181081985,2,4,"DEF"
"4716",99457,797,1,1,"e",10,35,"Opel, General Motors or Ford","Diesel","R24",286,6.68085467879022,5.65599181081985,3,4,"DEF"
"4717",99462,2074,1,0.96,"e",11,26,"Renault, Nissan or Citroen","Diesel","R24",23,7.63723438878947,3.13549421592915,4,4,"DEF"
"4718",99483,45,1,0.75,"k",8,33,"Mercedes, Chrysler or BMW","Regular","R24",3866,3.80666248977032,8.25997565976828,3,3,"other"
"4719",99507,1577,2,0.55,"g",9,28,"Fiat","Regular","R24",3368,7.36327958696304,8.12207437536222,3,3,"GH"
"4720",99540,1164,1,0.41,"f",10,26,"Renault, Nissan or Citroen","Diesel","R52",1408,7.05961762829138,7.24992553671799,4,4,"DEF"
"4721",99542,84,1,0.07,"f",11,26,"Renault, Nissan or Citroen","Diesel","R52",1408,4.43081679884331,7.24992553671799,4,4,"DEF"
"4722",99551,5822,1,0.13,"d",9,26,"Renault, Nissan or Citroen","Regular","R52",44,8.66939912430557,3.78418963391826,4,3,"DEF"
"4723",99579,893,2,0.75,"d",11,62,"Renault, Nissan or Citroen","Diesel","R72",127,6.7945865808765,4.84418708645859,2,4,"DEF"
"4724",99583,1149,1,0.75,"e",5,22,"Renault, Nissan or Citroen","Diesel","R72",37,7.04664727784876,3.61091791264422,5,3,"DEF"
"4725",99587,3150,1,0.49,"g",9,26,"Mercedes, Chrysler or BMW","Diesel","R72",92,8.05515773181968,4.52178857704904,4,3,"GH"
"4726",99659,95,1,0.49,"f",2,32,"Renault, Nissan or Citroen","Diesel","R24",37,4.55387689160054,3.61091791264422,3,2,"DEF"
"4727",99661,8694,2,0.21,"e",16,19,"Renault, Nissan or Citroen","Diesel","R24",44,9.07038841154874,3.78418963391826,5,5,"DEF"
"4728",99670,1388,1,0.75,"j",13,57,"Renault, Nissan or Citroen","Diesel","R24",91,7.23561914106675,4.51085950651685,2,4,"other"
"4729",99702,940,1,0.92,"e",9,22,"Renault, Nissan or Citroen","Regular","R24",91,6.84587987526405,4.51085950651685,5,3,"DEF"
"4730",99724,1072,1,0.73,"d",7,44,"Renault, Nissan or Citroen","Regular","R24",32,6.97728134163075,3.46573590279973,2,3,"DEF"
"4731",99735,1715,1,0.85,"g",17,19,"Opel, General Motors or Ford","Regular","R24",91,7.44716835960004,4.51085950651685,5,5,"GH"
"4732",99738,18692,1,0.13,"f",14,19,"Renault, Nissan or Citroen","Diesel","R24",37,9.83585090382032,3.61091791264422,5,4,"DEF"
"4733",99745,1138,1,0.58,"f",2,29,"Renault, Nissan or Citroen","Diesel","R24",37,7.03702761468628,3.61091791264422,3,2,"DEF"
"4734",99752,1127,1,0.29,"g",11,30,"Volkswagen, Audi, Skoda or Seat","Regular","R24",11,7.02731451403978,2.39789527279837,3,4,"GH"
"4735",99761,424,1,0.77,"g",8,39,"Renault, Nissan or Citroen","Regular","R24",91,6.04973345523196,4.51085950651685,3,3,"GH"
"4736",99800,1121,1,0.52,"e",10,22,"Renault, Nissan or Citroen","Diesel","R24",72,7.02197642307216,4.27666611901606,5,4,"DEF"
"4737",99805,305,1,0.07,"h",16,40,"Renault, Nissan or Citroen","Regular","R24",15,5.72031177660741,2.70805020110221,3,5,"GH"
"4738",99807,498,1,1,"d",13,44,"Renault, Nissan or Citroen","Diesel","R24",29,6.21060007702465,3.36729582998647,2,4,"DEF"
"4739",99819,1155,1,0.83,"d",18,47,"Renault, Nissan or Citroen","Regular","R24",31,7.05185562295589,3.43398720448515,2,5,"DEF"
"4740",99852,306559,1,0.85,"g",1,21,"Volkswagen, Audi, Skoda or Seat","Diesel","R53",108,12.6331655117551,4.68213122712422,5,2,"GH"
"4741",99875,1118,1,0.69,"f",0,31,"Volkswagen, Audi, Skoda or Seat","Diesel","R53",98,7.01929665371504,4.58496747867057,3,1,"DEF"
"4742",99911,66,1,1,"g",12,41,"Renault, Nissan or Citroen","Diesel","R53",109,4.18965474202643,4.69134788222914,3,4,"GH"
"4743",99932,410,1,0.11,"d",11,20,"Renault, Nissan or Citroen","Diesel","R53",1237,6.01615715969835,7.12044437239249,5,4,"DEF"
"4744",99943,1253,1,0.35,"e",0,52,"Renault, Nissan or Citroen","Regular","R53",473,7.13329595489607,6.15909538849193,2,1,"DEF"
"4745",100018,1122,1,1,"g",3,35,"Opel, General Motors or Ford","Regular","R53",473,7.02286808608264,6.15909538849193,3,2,"GH"
"4746",100019,4538,3,0.6,"e",12,21,"Opel, General Motors or Ford","Diesel","R53",473,8.42024166533979,6.15909538849193,5,4,"DEF"
"4747",100042,1069,1,0.88,"g",9,45,"Renault, Nissan or Citroen","Regular","R53",125,6.97447891102505,4.8283137373023,2,3,"GH"
"4748",100049,110,1,0.83,"h",1,53,"Fiat","Regular","R53",125,4.70048036579242,4.8283137373023,2,2,"GH"
"4749",100052,1138,1,0.83,"d",1,30,"Renault, Nissan or Citroen","Regular","R53",86,7.03702761468628,4.45434729625351,3,2,"DEF"
"4750",100062,329,1,0.77,"k",1,35,"Mercedes, Chrysler or BMW","Diesel","R53",247,5.79605775076537,5.50938833662798,3,2,"other"
"4751",100084,2426,1,0.62,"e",4,24,"Fiat","Diesel","R53",473,7.793999089504,6.15909538849193,4,2,"DEF"
"4752",100092,1154,1,0.52,"e",2,44,"Fiat","Regular","R53",206,7.05098944706805,5.32787616878958,2,2,"DEF"
"4753",100123,1146,1,0.87,"j",9,49,"other","Diesel","R52",84,7.04403289727469,4.43081679884331,2,3,"other"
"4754",100133,2234,2,0.76,"g",8,25,"Opel, General Motors or Ford","Regular","R24",57,7.71154897962915,4.04305126783455,4,3,"GH"
"4755",100141,66,1,0.55,"h",8,24,"Opel, General Motors or Ford","Regular","R24",18,4.18965474202643,2.89037175789616,4,3,"GH"
"4756",100144,318,1,0.72,"e",16,28,"Renault, Nissan or Citroen","Regular","R24",23,5.76205138278018,3.13549421592915,3,5,"DEF"
"4757",100180,1130,1,0.5,"g",17,36,"Renault, Nissan or Citroen","Regular","R24",15,7.02997291170639,2.70805020110221,3,5,"GH"
"4758",100192,359,1,0.4,"h",9,23,"Renault, Nissan or Citroen","Regular","R24",15,5.88332238848828,2.70805020110221,4,3,"GH"
"4759",100243,3270,1,0.73,"h",10,22,"Renault, Nissan or Citroen","Regular","R24",376,8.0925452638913,5.92958914338989,5,4,"GH"
"4760",100244,97,1,0.23,"d",14,30,"Renault, Nissan or Citroen","Regular","R24",1054,4.57471097850338,6.96034772910131,3,4,"DEF"
"4761",100249,1166,1,0.85,"d",7,25,"Fiat","Regular","R24",1054,7.06133436691044,6.96034772910131,4,3,"DEF"
"4762",100256,1112,1,0.17,"g",14,21,"Renault, Nissan or Citroen","Regular","R24",376,7.01391547481053,5.92958914338989,5,4,"GH"
"4763",100259,35,1,0.91,"g",14,48,"Renault, Nissan or Citroen","Regular","R24",1054,3.55534806148941,6.96034772910131,2,4,"GH"
"4764",100290,1098,1,0.95,"f",6,43,"Japanese (except Nissan) or Korean","Diesel","R24",1054,7.00124562206948,6.96034772910131,2,3,"DEF"
"4765",100292,211,1,0.92,"d",1,28,"Renault, Nissan or Citroen","Regular","R24",17,5.35185813347607,2.83321334405622,3,2,"DEF"
"4766",100319,1776,1,0.78,"e",7,30,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",1054,7.48211892355212,6.96034772910131,3,3,"DEF"
"4767",100343,1123,1,0.7,"e",13,22,"Opel, General Motors or Ford","Regular","R24",1054,7.02375895473844,6.96034772910131,5,4,"DEF"
"4768",100346,67,1,0.68,"f",4,27,"Renault, Nissan or Citroen","Diesel","R24",1054,4.20469261939097,6.96034772910131,3,2,"DEF"
"4769",100349,1812,1,0.66,"e",5,45,"Opel, General Motors or Ford","Regular","R24",1054,7.50218648660292,6.96034772910131,2,3,"DEF"
"4770",100357,2953,1,0.41,"f",12,33,"Fiat","Regular","R24",1054,7.99057688174392,6.96034772910131,3,4,"DEF"
"4771",100360,1784,2,0.59,"e",9,49,"Opel, General Motors or Ford","Diesel","R24",1054,7.48661331313996,6.96034772910131,2,3,"DEF"
"4772",100373,1167,1,0.07,"d",15,64,"Renault, Nissan or Citroen","Regular","R24",1054,7.06219163228656,6.96034772910131,2,5,"DEF"
"4773",100396,1073,1,0.43,"j",0,48,"Mercedes, Chrysler or BMW","Diesel","R24",30,6.9782137426307,3.40119738166216,2,1,"other"
"4774",100402,3112,1,0.13,"i",15,30,"Renault, Nissan or Citroen","Regular","R24",1054,8.04302088529828,6.96034772910131,3,5,"other"
"4775",100403,1098,1,0.36,"g",14,19,"Renault, Nissan or Citroen","Regular","R24",1054,7.00124562206948,6.96034772910131,5,4,"GH"
"4776",100413,579,1,0.17,"e",3,58,"Opel, General Motors or Ford","Regular","R52",167,6.361302477573,5.11799381241676,2,2,"DEF"
"4777",100419,2211,2,0.53,"g",6,21,"Renault, Nissan or Citroen","Diesel","R52",127,7.70120018085745,4.84418708645859,5,3,"GH"
"4778",100439,11582,1,0.04,"f",8,21,"Renault, Nissan or Citroen","Regular","R52",167,9.35720744778573,5.11799381241676,5,3,"DEF"
"4779",100453,1033,1,0.17,"g",10,31,"Renault, Nissan or Citroen","Diesel","R52",127,6.94022246911964,4.84418708645859,3,4,"GH"
"4780",100535,45,1,0.34,"e",16,18,"Renault, Nissan or Citroen","Diesel","R24",51,3.80666248977032,3.93182563272433,5,5,"DEF"
"4781",100583,1104,1,1,"e",3,21,"Renault, Nissan or Citroen","Regular","R24",20,7.00669522683704,2.99573227355399,5,2,"DEF"
"4782",100621,61,1,0.69,"f",2,27,"Volkswagen, Audi, Skoda or Seat","Regular","R24",1313,4.11087386417331,7.1800698743028,3,2,"DEF"
"4783",100627,545,1,0.35,"i",1,55,"Renault, Nissan or Citroen","Regular","R24",11,6.30078579466324,2.39789527279837,2,2,"other"
"4784",100628,1181,1,0.52,"f",6,36,"Renault, Nissan or Citroen","Diesel","R24",27,7.07411681619736,3.29583686600433,3,3,"DEF"
"4785",100639,65,1,0.1,"g",3,29,"Renault, Nissan or Citroen","Regular","R24",298,4.17438726989564,5.6970934865054,3,2,"GH"
"4786",100649,4462,1,0.2,"e",3,31,"Renault, Nissan or Citroen","Diesel","R25",2258,8.40335237499248,7.72223474470961,3,2,"DEF"
"4787",100652,1147,1,1,"f",2,50,"Renault, Nissan or Citroen","Diesel","R24",511,7.04490511712937,6.2363695902037,2,2,"DEF"
"4788",100658,1072,1,1,"g",12,40,"Renault, Nissan or Citroen","Regular","R24",405,6.97728134163075,6.00388706710654,3,4,"GH"
"4789",100663,109,1,0.63,"f",1,55,"Renault, Nissan or Citroen","Diesel","R24",11,4.69134788222914,2.39789527279837,2,2,"DEF"
"4790",100732,139,1,0.81,"f",7,48,"Opel, General Motors or Ford","Regular","R24",2399,4.93447393313069,7.78280726283969,2,3,"DEF"
"4791",100805,32,1,1,"f",6,28,"Renault, Nissan or Citroen","Diesel","R31",432,3.46573590279973,6.06842558824411,3,3,"DEF"
"4792",100826,4645,2,0.69,"f",13,57,"Mercedes, Chrysler or BMW","Diesel","R31",3095,8.44354665124794,8.0375431851187,2,4,"DEF"
